doc,word,n,tf,idf,tf_idf
Supriya Sule,complexes,1,2.151462994836489e-4,0,0
Supriya Sule,comply,1,2.151462994836489e-4,0,0
Supriya Sule,components,1,2.151462994836489e-4,0,0
Supriya Sule,composition,2,4.302925989672978e-4,0,0
Supriya Sule,comprehensive,1,2.151462994836489e-4,0,0
Supriya Sule,compulsory,1,2.151462994836489e-4,0,0
Supriya Sule,concern,1,2.151462994836489e-4,0,0
Supriya Sule,concessions,1,2.151462994836489e-4,0,0
Supriya Sule,conclusion,1,2.151462994836489e-4,0,0
Supriya Sule,conclusions,1,2.151462994836489e-4,0,0
Supriya Sule,condition,1,2.151462994836489e-4,0,0
Supriya Sule,conditions,4,8.605851979345956e-4,0,0
Supriya Sule,conducted,12,0.0025817555938037868,0,0
Supriya Sule,conducting,1,2.151462994836489e-4,0,0
Supriya Sule,conducts,1,2.151462994836489e-4,0,0
Supriya Sule,conferences,1,2.151462994836489e-4,0,0
Supriya Sule,confirm,1,2.151462994836489e-4,0,0
Supriya Sule,congestion,1,2.151462994836489e-4,0,0
Supriya Sule,connection,4,8.605851979345956e-4,0,0
Supriya Sule,connectivity,5,0.0010757314974182443,0,0
Supriya Sule,consent,3,6.454388984509467e-4,0,0
Supriya Sule,considering,4,8.605851979345956e-4,0,0
Supriya Sule,consignment,1,2.151462994836489e-4,0,0
Supriya Sule,constrained,1,2.151462994836489e-4,0,0
Supriya Sule,constraints,2,4.302925989672978e-4,0,0
Supriya Sule,construct,2,4.302925989672978e-4,0,0
Supriya Sule,constructed,1,2.151462994836489e-4,0,0
Supriya Sule,construction,4,8.605851979345956e-4,0,0
Supriya Sule,consult,1,2.151462994836489e-4,0,0
Supriya Sule,consulted,2,4.302925989672978e-4,0,0
Supriya Sule,consumer,3,6.454388984509467e-4,0,0
Supriya Sule,consumers,1,2.151462994836489e-4,0,0
Supriya Sule,contain,1,2.151462994836489e-4,0,0
Supriya Sule,container,1,2.151462994836489e-4,0,0
Supriya Sule,containing,2,4.302925989672978e-4,0,0
Supriya Sule,contd,1,2.151462994836489e-4,0,0
Supriya Sule,contemplating,1,2.151462994836489e-4,0,0
Supriya Sule,continuation,1,2.151462994836489e-4,0,0
Supriya Sule,contract,1,2.151462994836489e-4,0,0
Supriya Sule,contracts,1,2.151462994836489e-4,0,0
Supriya Sule,contributed,1,2.151462994836489e-4,0,0
