id,lok_no,session_no,ministry,party_family,topic_id
LS16-S14-STARRED-76,16,14,RAILWAYS,Unknown,1
LS16-S14-STARRED-75,16,14,EXTERNAL AFFAIRS,Unknown,21
LS16-S14-STARRED-74,16,14,RAILWAYS,Unknown,1
LS16-S14-STARRED-73,16,14,COMMUNICATIONS,Unknown,10
LS16-S14-STARRED-72,16,14,RAILWAYS,Unknown,1
LS16-S14-STARRED-71,16,14,COAL,Unknown,7
LS16-S14-STARRED-70,16,14,PLANNING,Unknown,-1
LS16-S14-STARRED-69,16,14,RAILWAYS,Unknown,1
LS16-S14-STARRED-68,16,14,PLANNING,Unknown,6
LS16-S14-STARRED-67,16,14,DEFENCE,Unknown,-1
LS16-S14-STARRED-66,16,14,RAILWAYS,Unknown,1
LS16-S14-STARRED-65,16,14,EARTH SCIENCES,Unknown,9
LS16-S14-STARRED-64,16,14,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,21
LS16-S14-STARRED-63,16,14,PLANNING,Unknown,-1
LS16-S14-STARRED-62,16,14,STATISTICS AND PROGRAMME IMPLEMENTATION,Unknown,12
LS16-S14-STARRED-61,16,14,COMMUNICATIONS,Unknown,-1
LS16-S14-STARRED-60,16,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S14-STARRED-59,16,14,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,0
LS16-S14-STARRED-58,16,14,HOME AFFAIRS,Unknown,4
LS16-S14-STARRED-57,16,14,CHEMICALS AND FERTILIZERS,Unknown,11
LS16-S14-STARRED-56,16,14,HOME AFFAIRS,Unknown,14
LS16-S14-STARRED-55,16,14,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,10
LS16-S14-STARRED-54,16,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S14-STARRED-53,16,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS16-S14-STARRED-52,16,14,HOME AFFAIRS,Unknown,-1
LS16-S14-STARRED-51,16,14,FOOD PROCESSING INDUSTRIES,Unknown,0
LS16-S14-STARRED-50,16,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S14-STARRED-49,16,14,HOME AFFAIRS,Unknown,-1
LS16-S14-STARRED-48,16,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS16-S14-STARRED-47,16,14,HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,Unknown,3
LS16-S14-STARRED-46,16,14,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS16-S14-STARRED-45,16,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS16-S14-STARRED-44,16,14,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S14-STARRED-43,16,14,HOUSING AND URBAN AFFAIRS,Unknown,0
LS16-S14-STARRED-42,16,14,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S14-STARRED-41,16,14,HOME AFFAIRS,Unknown,-1
LS16-S14-STARRED-40,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S14-STARRED-39,16,14,PETROLEUM AND NATURAL GAS,Unknown,-1
LS16-S14-STARRED-38,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S14-STARRED-37,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S14-STARRED-36,16,14,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S14-STARRED-35,16,14,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S14-STARRED-34,16,14,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S14-STARRED-33,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S14-STARRED-32,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S14-STARRED-31,16,14,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S14-STARRED-30,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,3
LS16-S14-STARRED-29,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S14-STARRED-28,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S14-STARRED-27,16,14,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,2
LS16-S14-STARRED-26,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S14-STARRED-25,16,14,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S14-STARRED-24,16,14,COMMERCE AND INDUSTRY,Unknown,24
LS16-S14-STARRED-23,16,14,COMMERCE AND INDUSTRY,Unknown,2
LS16-S14-STARRED-22,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,10
LS16-S14-STARRED-21,16,14,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S14-STARRED-20,16,14,FINANCE,Unknown,19
LS16-S14-STARRED-19,16,14,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S14-STARRED-18,16,14,FINANCE,Unknown,12
LS16-S14-STARRED-17,16,14,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S14-STARRED-16,16,14,FINANCE,Unknown,12
LS16-S14-STARRED-15,16,14,WOMEN AND CHILD DEVELOPMENT,Unknown,5
LS16-S14-STARRED-14,16,14,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S14-STARRED-13,16,14,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S14-STARRED-12,16,14,WOMEN AND CHILD DEVELOPMENT,Unknown,0
LS16-S14-STARRED-11,16,14,FINANCE,Unknown,12
LS16-S14-STARRED-10,16,14,WOMEN AND CHILD DEVELOPMENT,Unknown,-1
LS16-S14-STARRED-9,16,14,FINANCE,Unknown,-1
LS16-S14-STARRED-8,16,14,FINANCE,Unknown,12
LS16-S14-STARRED-7,16,14,FINANCE,Unknown,-1
LS16-S14-STARRED-6,16,14,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S14-STARRED-5,16,14,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S14-STARRED-4,16,14,CORPORATE AFFAIRS,Unknown,-1
LS16-S14-STARRED-3,16,14,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S14-STARRED-2,16,14,FINANCE,Unknown,12
LS16-S14-STARRED-1,16,14,FINANCE,Unknown,19
LS16-S15-STARRED-360,16,15,FINANCE,Unknown,0
LS16-S15-STARRED-359,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-358,16,15,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,11
LS16-S15-STARRED-357,16,15,FINANCE,Unknown,12
LS16-S15-STARRED-356,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-354,16,15,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,25
LS16-S15-STARRED-353,16,15,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S15-STARRED-352,16,15,FINANCE,Unknown,0
LS16-S15-STARRED-351,16,15,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S15-STARRED-350,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S15-STARRED-349,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-348,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S15-STARRED-347,16,15,FINANCE,Unknown,2
LS16-S15-STARRED-346,16,15,FINANCE,Unknown,0
LS16-S15-STARRED-345,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-344,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-343,16,15,CORPORATE AFFAIRS,Unknown,23
LS16-S15-STARRED-342,16,15,FINANCE,Unknown,12
LS16-S15-STARRED-341,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S15-STARRED-340,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S15-STARRED-339,16,15,PANCHAYATI RAJ,Unknown,-1
LS16-S15-STARRED-338,16,15,YOUTH AFFAIRS AND SPORTS,Unknown,-1
LS16-S15-STARRED-337,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-336,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S15-STARRED-335,16,15,SHIPPING,Unknown,0
LS16-S15-STARRED-334,16,15,POWER,Unknown,3
LS16-S15-STARRED-333,16,15,TEXTILES,Unknown,-1
LS16-S15-STARRED-332,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S15-STARRED-331,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S15-STARRED-330,16,15,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S15-STARRED-329,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS16-S15-STARRED-328,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S15-STARRED-327,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S15-STARRED-326,16,15,POWER,Unknown,3
LS16-S15-STARRED-325,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S15-STARRED-324,16,15,DRINKING WATER AND SANITATION,Unknown,0
LS16-S15-STARRED-323,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,16
LS16-S15-STARRED-322,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S15-STARRED-321,16,15,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S15-STARRED-320,16,15,COAL,Unknown,7
LS16-S15-STARRED-319,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-318,16,15,COAL,Unknown,7
LS16-S15-STARRED-317,16,15,STATISTICS AND PROGRAMME IMPLEMENTATION,Unknown,12
LS16-S15-STARRED-316,16,15,COMMUNICATIONS,Unknown,10
LS16-S15-STARRED-315,16,15,LAW AND JUSTICE,Unknown,15
LS16-S15-STARRED-314,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-313,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-312,16,15,STATISTICS AND PROGRAMME IMPLEMENTATION,Unknown,5
LS16-S15-STARRED-311,16,15,MINORITY AFFAIRS,Unknown,4
LS16-S15-STARRED-310,16,15,DEFENCE,Unknown,-1
LS16-S15-STARRED-309,16,15,ATOMIC ENERGY,Unknown,20
LS16-S15-STARRED-308,16,15,MINORITY AFFAIRS,Unknown,-1
LS16-S15-STARRED-307,16,15,MINORITY AFFAIRS,Unknown,4
LS16-S15-STARRED-306,16,15,EXTERNAL AFFAIRS,Unknown,14
LS16-S15-STARRED-305,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-304,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-303,16,15,COAL,Unknown,7
LS16-S15-STARRED-302,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-301,16,15,EXTERNAL AFFAIRS,Unknown,2
LS16-S15-STARRED-300,16,15,HOME AFFAIRS,Unknown,14
LS16-S15-STARRED-299,16,15,HOME AFFAIRS,Unknown,18
LS16-S15-STARRED-298,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,9
LS16-S15-STARRED-297,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,5
LS16-S15-STARRED-296,16,15,HOME AFFAIRS,Unknown,-1
LS16-S15-STARRED-295,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S15-STARRED-294,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S15-STARRED-293,16,15,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S15-STARRED-292,16,15,FOOD PROCESSING INDUSTRIES,Unknown,0
LS16-S15-STARRED-291,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S15-STARRED-290,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S15-STARRED-289,16,15,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S15-STARRED-288,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S15-STARRED-287,16,15,HOME AFFAIRS,Unknown,-1
LS16-S15-STARRED-286,16,15,CHEMICALS AND FERTILIZERS,Unknown,-1
LS16-S15-STARRED-285,16,15,HOME AFFAIRS,Unknown,-1
LS16-S15-STARRED-284,16,15,FOOD PROCESSING INDUSTRIES,Unknown,22
LS16-S15-STARRED-283,16,15,HOME AFFAIRS,Unknown,-1
LS16-S15-STARRED-282,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S15-STARRED-281,16,15,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,18
LS16-S15-STARRED-280,16,15,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S15-STARRED-279,16,15,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S15-STARRED-278,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-277,16,15,COMMERCE AND INDUSTRY,Unknown,2
LS16-S15-STARRED-276,16,15,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,-1
LS16-S15-STARRED-275,16,15,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S15-STARRED-274,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-273,16,15,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S15-STARRED-272,16,15,"MICRO,SMALL AND MEDIUM ENTERPRISES",Unknown,0
LS16-S15-STARRED-271,16,15,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S15-STARRED-270,16,15,HUMAN RESOURCE DEVELOPMENT,Unknown,4
LS16-S15-STARRED-269,16,15,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S15-STARRED-268,16,15,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S15-STARRED-267,16,15,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S15-STARRED-266,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-265,16,15,CULTURE,Unknown,6
LS16-S15-STARRED-264,16,15,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S15-STARRED-263,16,15,TOURISM,Unknown,0
LS16-S15-STARRED-262,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-261,16,15,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S15-STARRED-260,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-259,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-258,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S15-STARRED-257,16,15,HEALTH AND FAMILY WELFARE,Unknown,11
LS16-S15-STARRED-256,16,15,FINANCE,Unknown,19
LS16-S15-STARRED-255,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-254,16,15,FINANCE,Unknown,13
LS16-S15-STARRED-253,16,15,FINANCE,Unknown,0
LS16-S15-STARRED-252,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-251,16,15,FINANCE,Unknown,-1
LS16-S15-STARRED-250,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-249,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S15-STARRED-248,16,15,HEALTH AND FAMILY WELFARE,Unknown,28
LS16-S15-STARRED-247,16,15,WOMEN AND CHILD DEVELOPMENT,Unknown,8
LS16-S15-STARRED-246,16,15,WOMEN AND CHILD DEVELOPMENT,Unknown,16
LS16-S15-STARRED-245,16,15,FINANCE,Unknown,-1
LS16-S15-STARRED-244,16,15,FINANCE,Unknown,-1
LS16-S15-STARRED-243,16,15,CORPORATE AFFAIRS,Unknown,-1
LS16-S15-STARRED-242,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-241,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,-1
LS16-S15-STARRED-240,16,15,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S15-STARRED-239,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-238,16,15,RURAL DEVELOPMENT,Unknown,-1
LS16-S15-STARRED-237,16,15,POWER,Unknown,3
LS16-S15-STARRED-236,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,16
LS16-S15-STARRED-235,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-234,16,15,RURAL DEVELOPMENT,Unknown,0
LS16-S15-STARRED-233,16,15,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S15-STARRED-232,16,15,SHIPPING,Unknown,15
LS16-S15-STARRED-231,16,15,POWER,Unknown,0
LS16-S15-STARRED-230,16,15,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S15-STARRED-229,16,15,SHIPPING,Unknown,2
LS16-S15-STARRED-228,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,0
LS16-S15-STARRED-227,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-226,16,15,NEW AND RENEWABLE ENERGY,Unknown,3
LS16-S15-STARRED-225,16,15,TEXTILES,Unknown,7
LS16-S15-STARRED-224,16,15,INFORMATION AND BROADCASTING,Unknown,10
LS16-S15-STARRED-223,16,15,RURAL DEVELOPMENT,Unknown,1
LS16-S15-STARRED-222,16,15,SHIPPING,Unknown,15
LS16-S15-STARRED-221,16,15,MINES,Unknown,-1
LS16-S15-STARRED-220,16,15,LAW AND JUSTICE,Unknown,13
LS16-S15-STARRED-219,16,15,LAW AND JUSTICE,Unknown,5
LS16-S15-STARRED-218,16,15,COAL,Unknown,7
LS16-S15-STARRED-217,16,15,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S15-STARRED-216,16,15,COMMUNICATIONS,Unknown,10
LS16-S15-STARRED-215,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-214,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-213,16,15,DEVELOPMENT OF NORTH EASTERN REGION,Unknown,0
LS16-S15-STARRED-212,16,15,LAW AND JUSTICE,Unknown,13
LS16-S15-STARRED-211,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-210,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-209,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-208,16,15,SCIENCE AND TECHNOLOGY,Unknown,2
LS16-S15-STARRED-207,16,15,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,2
LS16-S15-STARRED-206,16,15,RAILWAYS,Unknown,-1
LS16-S15-STARRED-205,16,15,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S15-STARRED-204,16,15,COMMUNICATIONS,Unknown,6
LS16-S15-STARRED-203,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-202,16,15,EXTERNAL AFFAIRS,Unknown,2
LS16-S15-STARRED-201,16,15,LAW AND JUSTICE,Unknown,13
LS16-S15-STARRED-200,16,15,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS16-S15-STARRED-199,16,15,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S15-STARRED-198,16,15,HOME AFFAIRS,Unknown,14
LS16-S15-STARRED-197,16,15,HOME AFFAIRS,Unknown,21
LS16-S15-STARRED-196,16,15,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",Unknown,-1
LS16-S15-STARRED-195,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,3
LS16-S15-STARRED-194,16,15,HOME AFFAIRS,Unknown,14
LS16-S15-STARRED-193,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S15-STARRED-192,16,15,SOCIAL JUSTICE AND EMPOWERMENT,Unknown,-1
LS16-S15-STARRED-191,16,15,HOUSING AND URBAN AFFAIRS,Unknown,-1
LS16-S15-STARRED-190,16,15,HOME AFFAIRS,Unknown,14
LS16-S15-STARRED-189,16,15,HOUSING AND URBAN AFFAIRS,Unknown,0
LS16-S15-STARRED-188,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S15-STARRED-187,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,3
LS16-S15-STARRED-186,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,22
LS16-S15-STARRED-185,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,0
LS16-S15-STARRED-184,16,15,HEAVY INDUSTRIES AND PUBLIC ENTERPRISES,Unknown,2
LS16-S15-STARRED-183,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,-1
LS16-S15-STARRED-182,16,15,AGRICULTURE AND FARMERS WELFARE,Unknown,3
LS16-S15-STARRED-181,16,15,HOME AFFAIRS,Unknown,21
LS16-S15-STARRED-180,16,15,TRIBAL AFFAIRS,Unknown,6
LS16-S15-STARRED-179,16,15,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S15-STARRED-178,16,15,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S15-STARRED-177,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-176,16,15,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S15-STARRED-175,16,15,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S15-STARRED-174,16,15,CULTURE,Unknown,0
LS16-S15-STARRED-173,16,15,LABOUR AND EMPLOYMENT,Unknown,-1
LS16-S15-STARRED-172,16,15,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,Unknown,4
LS16-S15-STARRED-171,16,15,COMMERCE AND INDUSTRY,Unknown,15
LS16-S15-STARRED-170,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-169,16,15,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S15-STARRED-168,16,15,TRIBAL AFFAIRS,Unknown,6
LS16-S15-STARRED-167,16,15,COMMERCE AND INDUSTRY,Unknown,-1
LS16-S15-STARRED-166,16,15,TRIBAL AFFAIRS,Unknown,-1
LS16-S15-STARRED-165,16,15,LABOUR AND EMPLOYMENT,Unknown,5
LS16-S15-STARRED-164,16,15,HUMAN RESOURCE DEVELOPMENT,Unknown,8
LS16-S15-STARRED-163,16,15,PETROLEUM AND NATURAL GAS,Unknown,3
LS16-S15-STARRED-162,16,15,HUMAN RESOURCE DEVELOPMENT,Unknown,-1
LS16-S15-STARRED-161,16,15,TOURISM,Unknown,6
LS16-S15-STARRED-160,16,15,FINANCE,Unknown,0
LS16-S15-STARRED-159,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S15-STARRED-158,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,3
LS16-S15-STARRED-157,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,9
LS16-S15-STARRED-156,16,15,FINANCE,Unknown,12
LS16-S15-STARRED-155,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-154,16,15,FINANCE,Unknown,-1
LS16-S15-STARRED-153,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-152,16,15,CORPORATE AFFAIRS,Unknown,23
LS16-S15-STARRED-151,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-150,16,15,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",Unknown,3
LS16-S15-STARRED-149,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-148,16,15,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",Unknown,-1
LS16-S15-STARRED-147,16,15,FINANCE,Unknown,0
LS16-S15-STARRED-146,16,15,FINANCE,Unknown,-1
LS16-S15-STARRED-145,16,15,CORPORATE AFFAIRS,Unknown,13
LS16-S15-STARRED-144,16,15,FINANCE,Unknown,12
LS16-S15-STARRED-143,16,15,HEALTH AND FAMILY WELFARE,Unknown,8
LS16-S15-STARRED-142,16,15,FINANCE,Unknown,12
LS16-S15-STARRED-141,16,15,HEALTH AND FAMILY WELFARE,Unknown,-1
LS16-S15-STARRED-139,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S15-STARRED-138,16,15,DRINKING WATER AND SANITATION,Unknown,0
LS16-S15-STARRED-137,16,15,RURAL DEVELOPMENT,Unknown,5
LS16-S15-STARRED-136,16,15,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",Unknown,16
LS16-S15-STARRED-135,16,15,POWER,Unknown,3
LS16-S15-STARRED-134,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-133,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,1
LS16-S15-STARRED-132,16,15,RURAL DEVELOPMENT,Unknown,5
LS16-S15-STARRED-131,16,15,RURAL DEVELOPMENT,Unknown,0
LS16-S15-STARRED-130,16,15,YOUTH AFFAIRS AND SPORTS,Unknown,17
LS16-S15-STARRED-129,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-128,16,15,RURAL DEVELOPMENT,Unknown,5
LS16-S15-STARRED-127,16,15,CIVIL AVIATION,Unknown,2
LS16-S15-STARRED-126,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,12
LS16-S15-STARRED-125,16,15,DRINKING WATER AND SANITATION,Unknown,0
LS16-S15-STARRED-124,16,15,ROAD TRANSPORT AND HIGHWAYS,Unknown,-1
LS16-S15-STARRED-123,16,15,POWER,Unknown,3
LS16-S15-STARRED-122,16,15,DRINKING WATER AND SANITATION,Unknown,0
LS16-S15-STARRED-121,16,15,TEXTILES,Unknown,7
LS16-S15-STARRED-120,16,15,LAW AND JUSTICE,Unknown,5
LS16-S15-STARRED-119,16,15,PLANNING,Unknown,-1
LS16-S15-STARRED-118,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-117,16,15,COAL,Unknown,7
LS16-S15-STARRED-116,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-115,16,15,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S15-STARRED-114,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-113,16,15,COMMUNICATIONS,Unknown,10
LS16-S15-STARRED-112,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-111,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-110,16,15,DEFENCE,Unknown,2
LS16-S15-STARRED-109,16,15,DEFENCE,Unknown,0
LS16-S15-STARRED-108,16,15,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",Unknown,13
LS16-S15-STARRED-107,16,15,COAL,Unknown,7
LS16-S15-STARRED-106,16,15,DEFENCE,Unknown,2
LS16-S15-STARRED-105,16,15,COMMUNICATIONS,Unknown,-1
LS16-S15-STARRED-104,16,15,RAILWAYS,Unknown,1
LS16-S15-STARRED-103,16,15,ELECTRONICS AND INFORMATION TECHNOLOGY,Unknown,-1
LS16-S15-STARRED-102,16,15,COMMUNICATIONS,Unknown,-1
