id,lok_no,session_no,party_family,ministry,sent_neg,sent_pos,sent_neu,sent_compound,sent_label
LS16-S9-STARRED-372,16,9,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.052,0.948,0.6124,positive
LS16-S9-STARRED-369,16,9,BJP,ROAD TRANSPORT AND HIGHWAYS,0.0,0.02,0.98,0.4404,positive
LS16-S9-STARRED-368,16,9,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.045,0.113,0.843,0.7717,positive
LS16-S9-STARRED-366,16,9,BJP,ROAD TRANSPORT AND HIGHWAYS,0.0,0.038,0.962,0.7003,positive
LS16-S9-STARRED-364,16,9,BJP,TEXTILES,0.0,0.093,0.907,0.8542,positive
LS16-S9-STARRED-362,16,9,BJP,DRINKING WATER AND SANITATION,0.0,0.029,0.971,0.4404,positive
LS16-S9-STARRED-357,16,9,INC,SCIENCE AND TECHNOLOGY,0.0,0.095,0.905,0.765,positive
LS16-S9-STARRED-351,16,9,BJP,EARTH SCIENCES,0.06533333333333334,0.014333333333333332,0.9203333333333333,-0.002066666666666661,neutral
LS16-S9-STARRED-349,16,9,BJP,RAILWAYS,0.034,0.104,0.862,0.7096,positive
LS16-S9-STARRED-345,16,9,BJP,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",0.039,0.077,0.884,0.6908,positive
LS16-S9-STARRED-342,16,9,BJP,COMMUNICATIONS,0.096,0.059,0.845,-0.7579,adversarial
LS16-S9-STARRED-341,16,9,INC,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",0.009,0.101,0.89,0.60715,positive
LS16-S9-STARRED-340,16,9,BJP,CHEMICALS AND FERTILIZERS,0.0,0.086,0.914,0.8316,positive
LS16-S9-STARRED-335,16,9,BJP,AGRICULTURE AND FARMERS WELFARE,0.062,0.045000000000000005,0.8930000000000001,0.1079,positive
LS16-S9-STARRED-334,16,9,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.05566666666666667,0.016,0.9283333333333333,0.10963333333333335,positive
LS16-S9-STARRED-333,16,9,BJP,CHEMICALS AND FERTILIZERS,0.145,0.028999999999999998,0.826,0.18403333333333335,positive
LS16-S9-STARRED-329,16,9,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.03766666666666667,0.039,0.9233333333333333,0.1581,positive
LS16-S9-STARRED-325,16,9,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0275,0.057,0.9155,0.3982,positive
LS16-S9-STARRED-324,16,9,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.1,0.9,0.8402,positive
LS16-S9-STARRED-323,16,9,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0775,0.011,0.9115,-0.0030999999999999917,neutral
LS16-S9-STARRED-322,16,9,BJP,HOME AFFAIRS,0.123,0.129,0.749,-0.0772,adversarial
LS16-S9-STARRED-321,16,9,INC,HOME AFFAIRS,0.0,0.069,0.931,0.6808,positive
LS16-S9-STARRED-319,16,9,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.137,0.863,0.886,positive
LS16-S9-STARRED-316,16,9,INC,TOURISM,0.0,0.042,0.958,0.4404,positive
LS16-S9-STARRED-315,16,9,Shiv Sena,COMMERCE AND INDUSTRY,0.025,0.082,0.893,0.7269,positive
LS16-S9-STARRED-314,16,9,BJP,CULTURE,0.0,0.043,0.957,0.4404,positive
LS16-S9-STARRED-313,16,9,INC,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.085,0.915,0.7506,positive
LS16-S9-STARRED-310,16,9,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.079,0.921,0.8442,positive
LS16-S9-STARRED-309,16,9,BJP,COMMERCE AND INDUSTRY,0.0,0.0305,0.9695,0.3454,positive
LS16-S9-STARRED-307,16,9,Regional,TRIBAL AFFAIRS,0.033,0.06,0.906,0.5574,positive
LS16-S9-STARRED-305,16,9,Regional,COMMERCE AND INDUSTRY,0.026,0.036,0.938,0.1027,positive
LS16-S9-STARRED-304,16,9,Regional,CULTURE,0.20666666666666667,0.04699999999999999,0.7463333333333333,0.03523333333333334,neutral
LS16-S9-STARRED-302,16,9,BJP,CULTURE,0.0,0.06,0.94,0.6597,positive
LS16-S9-STARRED-301,16,9,SP,HUMAN RESOURCE DEVELOPMENT,0.0,0.05,0.95,0.5859,positive
LS16-S9-STARRED-300,16,9,JDU,FINANCE,0.042666666666666665,0.028,0.9293333333333332,0.11363333333333335,positive
LS16-S9-STARRED-295,16,9,BJP,DEFENCE,0.0,0.084,0.916,0.8668,positive
LS16-S9-STARRED-293,16,9,BJP,HEALTH AND FAMILY WELFARE,0.044,0.067,0.889,0.4588,positive
LS16-S9-STARRED-292,16,9,TDP,FINANCE,0.025,0.022,0.953,0.1531,positive
LS16-S9-STARRED-290,16,9,BJP,FINANCE,0.2045,0.0295,0.766,-0.06420000000000001,adversarial
LS16-S9-STARRED-289,16,9,Shiv Sena,FINANCE,0.0,0.12,0.88,0.765,positive
LS16-S9-STARRED-283,16,9,INC,DEFENCE,0.014,0.056,0.93,0.6523,positive
LS16-S9-STARRED-282,16,9,BJP,FINANCE,0.022,0.067,0.911,0.4215,positive
LS16-S9-STARRED-280,16,9,BJP,CIVIL AVIATION,0.131,0.02075,0.84825,0.143225,positive
LS16-S9-STARRED-279,16,9,Regional,ROAD TRANSPORT AND HIGHWAYS,0.0,0.081,0.919,0.6705,positive
LS16-S9-STARRED-277,16,9,BJP,TEXTILES,0.0,0.139,0.861,0.8779,positive
LS16-S9-STARRED-273,16,9,Regional,RURAL DEVELOPMENT,0.0,0.058,0.942,0.46,positive
LS16-S9-STARRED-272,16,9,BJP,RURAL DEVELOPMENT,0.185,0.026,0.7889999999999999,0.12209999999999999,positive
LS16-S9-STARRED-270,16,9,INC,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.051666666666666666,0.012333333333333333,0.9359999999999999,-0.002066666666666661,neutral
LS16-S9-STARRED-269,16,9,BJP,LAW AND JUSTICE,0.05466666666666666,0.14600000000000002,0.7993333333333332,0.4860333333333333,positive
LS16-S9-STARRED-266,16,9,TDP,ROAD TRANSPORT AND HIGHWAYS,0.0,0.0215,0.9784999999999999,0.31245,positive
LS16-S9-STARRED-265,16,9,BJP,POWER,0.0,0.117,0.883,0.8957,positive
LS16-S9-STARRED-264,16,9,BJP,LAW AND JUSTICE,0.0145,0.0355,0.9495,0.30185,positive
LS16-S9-STARRED-263,16,9,INC,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.051666666666666666,0.022000000000000002,0.9263333333333333,0.08456666666666668,positive
LS16-S9-STARRED-262,16,9,BJP,RURAL DEVELOPMENT,0.0,0.061,0.939,0.7003,positive
LS16-S9-STARRED-261,16,9,TDP,POWER,0.0,0.0275,0.9724999999999999,0.29245,positive
LS16-S9-STARRED-260,16,9,BJP,COMMUNICATIONS,0.0,0.021,0.979,0.28595,positive
LS16-S9-STARRED-259,16,9,INC,YOUTH AFFAIRS AND SPORTS,0.0,0.044333333333333336,0.9556666666666667,0.3421,positive
LS16-S9-STARRED-258,16,9,INC,"PERSONNEL, PUBLIC GRIEVANCES AND PENSIONS",0.027,0.052,0.921,0.25,positive
LS16-S9-STARRED-253,16,9,BJP,RAILWAYS,0.021,0.097,0.882,0.7906,positive
LS16-S9-STARRED-252,16,9,Regional,SPACE,0.047,0.055,0.898,0.10115,positive
LS16-S9-STARRED-251,16,9,BJP,COMMUNICATIONS,0.028,0.087,0.884,0.8176,positive
LS16-S9-STARRED-250,16,9,BJP,YOUTH AFFAIRS AND SPORTS,0.04725,0.10875000000000001,0.844,0.242325,positive
LS16-S9-STARRED-249,16,9,BJP,COMMUNICATIONS,0.023,0.035,0.942,0.23835,positive
LS16-S9-STARRED-246,16,9,BJP,STATISTICS AND PROGRAMME IMPLEMENTATION,0.17133333333333334,0.014333333333333332,0.8146666666666667,-0.021600000000000008,neutral
LS16-S9-STARRED-242,16,9,BJP,SCIENCE AND TECHNOLOGY,0.03,0.048,0.922,0.379,positive
LS16-S9-STARRED-240,16,9,Left,HOME AFFAIRS,0.013,0.025,0.962,0.125,positive
LS16-S9-STARRED-238,16,9,INC,AGRICULTURE AND FARMERS WELFARE,0.056999999999999995,0.008333333333333333,0.9346666666666668,-0.3244333333333333,adversarial
LS16-S9-STARRED-233,16,9,BJP,CHEMICALS AND FERTILIZERS,0.0865,0.0285,0.885,0.14015,positive
LS16-S9-STARRED-232,16,9,BJP,HOME AFFAIRS,0.0545,0.033,0.9119999999999999,-0.3861,adversarial
LS16-S9-STARRED-231,16,9,BJP,HOME AFFAIRS,0.0575,0.068,0.8745,-0.0386,neutral
LS16-S9-STARRED-230,16,9,Shiv Sena,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0975,0.0235,0.879,-0.7291000000000001,adversarial
LS16-S9-STARRED-229,16,9,BJP,SOCIAL JUSTICE AND EMPOWERMENT,0.014,0.07,0.916,0.7672,positive
LS16-S9-STARRED-227,16,9,Regional,CHEMICALS AND FERTILIZERS,0.03227272727272727,0.009000000000000001,0.9587272727272727,0.09298181818181818,positive
LS16-S9-STARRED-226,16,9,Regional,AGRICULTURE AND FARMERS WELFARE,0.04933333333333333,0.022333333333333334,0.9283333333333333,0.0988,positive
LS16-S9-STARRED-224,16,9,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.064,0.936,0.7845,positive
LS16-S9-STARRED-223,16,9,BJP,HOME AFFAIRS,0.084,0.04,0.876,-0.818,adversarial
LS16-S9-STARRED-219,16,9,Regional,HUMAN RESOURCE DEVELOPMENT,0.0,0.036,0.964,0.5423,positive
LS16-S9-STARRED-216,16,9,BJP,CULTURE,0.019666666666666666,0.025333333333333333,0.9550000000000001,0.06743333333333333,positive
LS16-S9-STARRED-212,16,9,BJP,PETROLEUM AND NATURAL GAS,0.085,0.06,0.855,-0.667,adversarial
LS16-S9-STARRED-211,16,9,Regional,TRIBAL AFFAIRS,0.06133333333333333,0.036333333333333336,0.9023333333333333,0.1567666666666667,positive
LS16-S9-STARRED-210,16,9,BJP,HUMAN RESOURCE DEVELOPMENT,0.03,0.103,0.868,0.886,positive
LS16-S9-STARRED-209,16,9,BJP,HUMAN RESOURCE DEVELOPMENT,0.049,0.03,0.921,-0.1779,adversarial
LS16-S9-STARRED-208,16,9,BJP,PETROLEUM AND NATURAL GAS,0.0,0.109,0.891,0.9304,positive
LS16-S9-STARRED-202,16,9,BJP,LABOUR AND EMPLOYMENT,0.0,0.103,0.897,0.8979,positive
LS16-S9-STARRED-201,16,9,BJP,CULTURE,0.0,0.076,0.924,0.7506,positive
LS16-S9-STARRED-199,16,9,INC,FINANCE,0.056,0.0425,0.9015,-0.2553,adversarial
LS16-S9-STARRED-195,16,9,BJP,FINANCE,0.0,0.081,0.919,0.7783,positive
LS16-S9-STARRED-194,16,9,Left,HEALTH AND FAMILY WELFARE,0.04,0.0335,0.927,0.10115,positive
LS16-S9-STARRED-193,16,9,INC,INFORMATION AND BROADCASTING,0.0,0.04,0.96,0.6908,positive
LS16-S9-STARRED-190,16,9,BJP,WOMEN AND CHILD DEVELOPMENT,0.062,0.069,0.869,-0.128,adversarial
LS16-S9-STARRED-187,16,9,BJP,DEFENCE,0.017,0.127,0.857,0.8139,positive
LS16-S9-STARRED-186,16,9,Shiv Sena,PLANNING,0.11333333333333333,0.01,0.8770000000000001,-0.1329,adversarial
LS16-S9-STARRED-185,16,9,BJP,HEALTH AND FAMILY WELFARE,0.0,0.072,0.928,0.8074,positive
LS16-S9-STARRED-183,16,9,BJP,HEALTH AND FAMILY WELFARE,0.026,0.07,0.904,0.743,positive
LS16-S9-STARRED-181,16,9,INC,DEFENCE,0.02,0.113,0.867,0.8286,positive
LS16-S9-STARRED-179,16,9,BJP,TEXTILES,0.0,0.0385,0.9615,0.3715,positive
LS16-S9-STARRED-177,16,9,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.019,0.132,0.849,0.8658,positive
LS16-S9-STARRED-176,16,9,Regional,PANCHAYATI RAJ,0.1235,0.0335,0.8430000000000001,0.1195,positive
LS16-S9-STARRED-175,16,9,BJP,SHIPPING,0.0,0.044,0.956,0.6705,positive
LS16-S9-STARRED-173,16,9,BJP,DRINKING WATER AND SANITATION,0.0,0.086,0.9139999999999999,0.46715,positive
LS16-S9-STARRED-171,16,9,BJP,NEW AND RENEWABLE ENERGY,0.0,0.141,0.859,0.8091,positive
LS16-S9-STARRED-168,16,9,BJP,POWER,0.07,0.037,0.893,-0.3818,adversarial
LS16-S9-STARRED-159,16,9,BJP,YOUTH AFFAIRS AND SPORTS,0.0,0.106,0.894,0.9136,positive
LS16-S9-STARRED-157,16,9,BJP,URBAN DEVELOPMENT,0.0,0.103,0.897,0.7906,positive
LS16-S9-STARRED-156,16,9,Regional,SCIENCE AND TECHNOLOGY,0.17466666666666666,0.030333333333333334,0.7949999999999999,0.1770333333333333,positive
LS16-S9-STARRED-155,16,9,BJP,URBAN DEVELOPMENT,0.11366666666666665,0.026333333333333334,0.86,0.03610000000000002,neutral
LS16-S9-STARRED-153,16,9,BJP,COMMUNICATIONS,0.046,0.0345,0.9195,-0.29295,adversarial
LS16-S9-STARRED-147,16,9,INC,URBAN DEVELOPMENT,0.068,0.0265,0.9055,0.1974,positive
LS16-S9-STARRED-144,16,9,INC,COMMUNICATIONS,0.0,0.021,0.9790000000000001,0.21619999999999998,positive
LS16-S9-STARRED-141,16,9,BJP,COMMUNICATIONS,0.0,0.013,0.987,0.16463333333333333,positive
LS16-S9-STARRED-140,16,9,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.08466666666666667,0.021666666666666667,0.8936666666666667,-0.14026666666666668,adversarial
LS16-S9-STARRED-138,16,9,BJP,HOME AFFAIRS,0.043,0.09,0.867,0.4767,positive
LS16-S9-STARRED-137,16,9,BJP,FOOD PROCESSING INDUSTRIES,0.014,0.07,0.916,0.7579,positive
LS16-S9-STARRED-136,16,9,BJP,HOME AFFAIRS,0.044,0.034,0.922,-0.296,adversarial
LS16-S9-STARRED-134,16,9,BJP,CHEMICALS AND FERTILIZERS,0.042666666666666665,0.041666666666666664,0.9156666666666666,0.20733333333333337,positive
LS16-S9-STARRED-132,16,9,INC,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.0,0.118,0.882,0.8779,positive
LS16-S9-STARRED-131,16,9,BJP,AGRICULTURE AND FARMERS WELFARE,0.044333333333333336,0.02,0.9356666666666668,0.0988,positive
LS16-S9-STARRED-130,16,9,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.128,0.06,0.812,-0.8271,adversarial
LS16-S9-STARRED-126,16,9,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.088,0.129,0.783,0.7787,positive
LS16-S9-STARRED-125,16,9,Regional,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.037,0.03,0.933,-0.1531,adversarial
LS16-S9-STARRED-124,16,9,RJD,AGRICULTURE AND FARMERS WELFARE,0.03933333333333333,0.014,0.9466666666666667,0.01576666666666667,neutral
LS16-S9-STARRED-119,16,9,BJP,TRIBAL AFFAIRS,0.05566666666666667,0.02266666666666667,0.9216666666666667,0.18273333333333333,positive
LS16-S9-STARRED-115,16,9,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.043,0.9570000000000001,0.1513,positive
LS16-S9-STARRED-114,16,9,Regional,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.067,0.089,0.844,0.0258,neutral
LS16-S9-STARRED-113,16,9,BJP,PETROLEUM AND NATURAL GAS,0.014,0.0345,0.9515,0.3728,positive
LS16-S9-STARRED-112,16,9,Shiv Sena,TOURISM,0.008,0.027,0.9650000000000001,0.2997,positive
LS16-S9-STARRED-109,16,9,Shiv Sena,CULTURE,0.0,0.0505,0.9495,0.4559,positive
LS16-S9-STARRED-108,16,9,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.151,0.849,0.9633,positive
LS16-S9-STARRED-107,16,9,BJP,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.071,0.929,0.6115,positive
LS16-S9-STARRED-105,16,9,BJP,PETROLEUM AND NATURAL GAS,0.07,0.064,0.866,-0.2885,adversarial
LS16-S9-STARRED-99,16,9,BJP,CORPORATE AFFAIRS,0.129,0.033,0.838,-0.8834,adversarial
LS16-S9-STARRED-96,16,9,INC,WOMEN AND CHILD DEVELOPMENT,0.01,0.122,0.867,0.9169,positive
LS16-S9-STARRED-94,16,9,BJP,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.0,0.067,0.933,0.7783,positive
LS16-S9-STARRED-93,16,9,INC,FINANCE,0.0,0.028,0.972,0.2202,positive
LS16-S9-STARRED-92,16,9,BJP,HEALTH AND FAMILY WELFARE,0.0155,0.046,0.9385,0.35015,positive
LS16-S9-STARRED-88,16,9,Shiv Sena,FINANCE,0.0,0.043333333333333335,0.9566666666666667,0.3326,positive
LS16-S9-STARRED-86,16,9,BJP,WOMEN AND CHILD DEVELOPMENT,0.033,0.044,0.923,0.0164,neutral
LS16-S9-STARRED-85,16,9,BJP,INFORMATION AND BROADCASTING,0.0,0.084,0.916,0.6486,positive
LS16-S9-STARRED-82,16,9,Left,FINANCE,0.075,0.043,0.882,-0.7351,adversarial
LS16-S9-STARRED-81,16,9,BJP,DEFENCE,0.0,0.064,0.9359999999999999,0.4458,positive
LS16-S9-STARRED-73,16,9,BJP,CIVIL AVIATION,0.0,0.02766666666666667,0.9723333333333333,0.1468,positive
LS16-S9-STARRED-67,16,9,JDU,ROAD TRANSPORT AND HIGHWAYS,0.0988,0.0388,0.8624,0.14632,positive
LS16-S9-STARRED-66,16,9,BJP,DRINKING WATER AND SANITATION,0.0,0.052,0.948,0.7269,positive
LS16-S9-STARRED-65,16,9,BJP,SHIPPING,0.0,0.099,0.901,0.8834,positive
LS16-S9-STARRED-62,16,9,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.052,0.948,0.7096,positive
LS16-S9-STARRED-58,16,9,BJP,COMMUNICATIONS,0.0,0.0265,0.9735,0.24695,positive
LS16-S9-STARRED-54,16,9,Regional,MINORITY AFFAIRS,0.0,0.051,0.949,0.6908,positive
LS16-S9-STARRED-52,16,9,BJP,COMMUNICATIONS,0.0,0.111,0.889,0.91,positive
LS16-S9-STARRED-47,16,9,BJP,COMMUNICATIONS,0.0065,0.03775,0.95575,0.22555,positive
LS16-S9-STARRED-41,16,9,BJP,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.121,0.0195,0.8594999999999999,0.004849999999999993,neutral
LS16-S9-STARRED-37,16,9,Regional,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.064,0.936,0.743,positive
LS16-S9-STARRED-36,16,9,INC,HOME AFFAIRS,0.039,0.044,0.917,-0.1531,adversarial
LS16-S9-STARRED-35,16,9,BJP,HOME AFFAIRS,0.087,0.065,0.848,-0.7655,adversarial
LS16-S9-STARRED-34,16,9,BJP,AGRICULTURE AND FARMERS WELFARE,0.03933333333333333,0.023999999999999997,0.9366666666666666,0.11466666666666665,positive
LS16-S9-STARRED-32,16,9,BJP,AGRICULTURE AND FARMERS WELFARE,0.0,0.029,0.971,0.6369,positive
LS16-S9-STARRED-30,16,9,Left,CHEMICALS AND FERTILIZERS,0.019,0.062,0.919,0.6369,positive
LS16-S9-STARRED-24,16,9,BJP,AGRICULTURE AND FARMERS WELFARE,0.0,0.056,0.944,0.7003,positive
LS16-S9-STARRED-23,16,9,BJP,HOME AFFAIRS,0.098,0.135,0.768,0.4588,positive
LS16-S9-STARRED-21,16,9,BJP,"CONSUMER AFFAIRS, FOOD AND PUBLIC DISTRIBUTION",0.048,0.09,0.861,0.7351,positive
LS16-S9-STARRED-18,16,9,BJP,CULTURE,0.0,0.151,0.849,0.9337,positive
LS16-S9-STARRED-17,16,9,Left,HUMAN RESOURCE DEVELOPMENT,0.022,0.059,0.919,0.4417,positive
LS16-S9-STARRED-14,16,9,BJP,TRIBAL AFFAIRS,0.019,0.037,0.944,0.5106,positive
LS16-S9-STARRED-12,16,9,Regional,TRIBAL AFFAIRS,0.0,0.166,0.834,0.9633,positive
LS16-S9-STARRED-8,16,9,BJP,TOURISM,0.0,0.0215,0.9784999999999999,0.35015,positive
LS16-S9-STARRED-5,16,9,BJP,PETROLEUM AND NATURAL GAS,0.0,0.1,0.9,0.9191,positive
LS16-S8-STARRED-260,16,8,INC,EXTERNAL AFFAIRS,0.0,0.0485,0.9515,0.43445,positive
LS16-S8-STARRED-254,16,8,BJP,SCIENCE AND TECHNOLOGY,0.0,0.071,0.929,0.8519,positive
LS16-S8-STARRED-251,16,8,Regional,ATOMIC ENERGY,0.028,0.114,0.858,0.8519,positive
LS16-S8-STARRED-247,16,8,BJP,COMMUNICATIONS AND INFORMATION TECHNOLOGY,0.0,0.035,0.9650000000000001,0.3982,positive
LS16-S8-STARRED-246,16,8,JDU,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.0,0.077,0.923,0.5423,positive
LS16-S8-STARRED-245,16,8,Regional,ATOMIC ENERGY,0.014,0.058,0.928,0.6124,positive
LS16-S8-STARRED-244,16,8,BJP,COMMUNICATIONS AND INFORMATION TECHNOLOGY,0.018,0.051,0.93,0.4019,positive
LS16-S8-STARRED-243,16,8,BJP,URBAN DEVELOPMENT,0.13733333333333334,0.026333333333333334,0.8363333333333335,0.053200000000000025,positive
LS16-S8-STARRED-242,16,8,Left,COMMUNICATIONS AND INFORMATION TECHNOLOGY,0.0,0.043,0.957,0.5423,positive
LS16-S8-STARRED-240,16,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.061,0.063,0.876,0.0516,positive
LS16-S8-STARRED-239,16,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.036,0.964,0.4404,positive
LS16-S8-STARRED-235,16,8,BJP,HOME AFFAIRS,0.0,0.056,0.944,0.6908,positive
LS16-S8-STARRED-233,16,8,BJP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.014,0.986,0.2202,positive
LS16-S8-STARRED-232,16,8,TDP,"ENVIRONMENT,  FORESTS AND CLIMATE CHANGE",0.0,0.084,0.916,0.7425,positive
LS16-S8-STARRED-230,16,8,BJP,YOUTH AFFAIRS AND SPORTS,0.0,0.142,0.858,0.9109,positive
LS16-S8-STARRED-227,16,8,BJP,AGRICULTURE AND FARMERS WELFARE,0.0,0.112,0.888,0.8858,positive
LS16-S8-STARRED-224,16,8,INC,HOME AFFAIRS,0.02,0.198,0.783,0.9705,positive
LS16-S8-STARRED-223,16,8,BJP,HOME AFFAIRS,0.106,0.076,0.818,-0.575,adversarial
LS16-S8-STARRED-221,16,8,BJP,AGRICULTURE AND FARMERS WELFARE,0.024,0.08,0.896,0.8225,positive
LS16-S8-STARRED-219,16,8,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.173,0.827,0.9468,positive
LS16-S8-STARRED-215,16,8,Regional,PETROLEUM AND NATURAL GAS,0.052,0.07,0.878,0.5473,positive
LS16-S8-STARRED-213,16,8,Shiv Sena,"MICRO,SMALL AND MEDIUM ENTERPRISES",0.0,0.083,0.917,0.8225,positive
LS16-S8-STARRED-209,16,8,BJP,COMMERCE AND INDUSTRY,0.03675,0.01725,0.946,0.08835000000000001,positive
LS16-S8-STARRED-208,16,8,BJP,COMMERCE AND INDUSTRY,0.0,0.045,0.9550000000000001,0.3982,positive
LS16-S8-STARRED-207,16,8,BJP,HUMAN RESOURCE DEVELOPMENT,0.0,0.097,0.903,0.8555,positive
LS16-S8-STARRED-206,16,8,BJP,PETROLEUM AND NATURAL GAS,0.0435,0.033,0.9235,-0.38135,adversarial
LS16-S8-STARRED-205,16,8,BJP,MINES,0.0,0.029,0.971,0.4404,positive
LS16-S8-STARRED-204,16,8,INC,PETROLEUM AND NATURAL GAS,0.0,0.068,0.932,0.8868,positive
LS16-S8-STARRED-202,16,8,BJP,HUMAN RESOURCE DEVELOPMENT,0.07566666666666667,0.011666666666666667,0.9126666666666666,-0.002066666666666661,neutral
LS16-S8-STARRED-201,16,8,BJP,LABOUR AND EMPLOYMENT,0.0,0.049,0.951,0.6232,positive
LS16-S8-STARRED-199,16,8,Regional,"AYURVEDA,YOGA & NATUROPATHY,UNANI,SIDDHA AND HOMEOPATHY (AYUSH)",0.013,0.043,0.944,0.5994,positive
LS16-S8-STARRED-198,16,8,BJP,INFORMATION AND BROADCASTING,0.024,0.091,0.885,0.5324,positive
LS16-S8-STARRED-193,16,8,BJP,FINANCE,0.0,0.0865,0.9135,0.28459999999999996,positive
LS16-S8-STARRED-190,16,8,SP,FINANCE,0.0,0.026,0.974,0.4215,positive
LS16-S8-STARRED-189,16,8,INC,FINANCE,0.213,0.0415,0.746,0.03810000000000002,neutral
LS16-S8-STARRED-187,16,8,Regional,HEALTH AND FAMILY WELFARE,0.021,0.076,0.903,0.802,positive
LS16-S8-STARRED-183,16,8,BJP,DEFENCE,0.0065,0.042,0.9515,0.42075,positive
LS16-S8-STARRED-181,16,8,BJP,FINANCE,0.0,0.056,0.944,0.6808,positive
LS16-S8-STARRED-176,16,8,BJP,RURAL DEVELOPMENT,0.143,0.038,0.819,0.046433333333333326,neutral
LS16-S8-STARRED-174,16,8,BJP,RURAL DEVELOPMENT,0.16466666666666666,0.034999999999999996,0.8003333333333332,0.1428,positive
LS16-S8-STARRED-173,16,8,Regional,COAL,0.0,0.0135,0.9864999999999999,0.2202,positive
LS16-S8-STARRED-172,16,8,BJP,DRINKING WATER AND SANITATION,0.014,0.053,0.933,0.743,positive
LS16-S8-STARRED-171,16,8,BJP,"WATER RESOURCES, RIVER DEVELOPMENT AND GANAGA REJUVENATION",0.0,0.085,0.915,0.7269,positive
LS16-S8-STARRED-170,16,8,Regional,DRINKING WATER AND SANITATION,0.014,0.0225,0.9635,0.08895,positive
LS16-S8-STARRED-168,16,8,Regional,RURAL DEVELOPMENT,0.17133333333333334,0.024333333333333332,0.8043333333333335,0.1298,positive
LS16-S8-STARRED-166,16,8,BJP,SHIPPING,0.0,0.031,0.969,0.4404,positive
LS16-S8-STARRED-165,16,8,BJP,RURAL DEVELOPMENT,0.14166666666666666,0.037,0.8213333333333334,0.14559999999999998,positive
LS16-S8-STARRED-158,16,8,BJP,SKILL DEVELOPMENT AND ENTREPRENEURSHIP,0.13166666666666668,0.016333333333333335,0.852,-0.032266666666666666,neutral
LS16-S8-STARRED-157,16,8,Regional,COMMUNICATIONS AND INFORMATION TECHNOLOGY,0.0,0.076,0.924,0.7003,positive
LS16-S8-STARRED-154,16,8,BJP,EARTH SCIENCES,0.18166666666666667,0.011999999999999999,0.8063333333333333,-0.23939999999999997,adversarial
LS16-S8-STARRED-153,16,8,BJP,COMMUNICATIONS AND INFORMATION TECHNOLOGY,0.04,0.14,0.82,0.8934,positive
LS16-S8-STARRED-148,16,8,BJP,HOUSING AND URBAN  POVERTY ALLEVIATION,0.0,0.0605,0.9395,0.16375,positive
LS16-S8-STARRED-147,16,8,BJP,RAILWAYS,0.12333333333333334,0.11399999999999999,0.7626666666666666,0.30563333333333337,positive
LS16-S8-STARRED-145,16,8,Regional,HOUSING AND URBAN  POVERTY ALLEVIATION,0.19700000000000004,0.012333333333333333,0.7906666666666666,-0.4316,adversarial
